name,age,email,phone,purchase_frequency
Jesse Smith,58,jesse.smith@distansakademin.se,0718-724703,medium
Jane Smith,41,jane.smith@distansakademin.se,0760-770833,high
Jöhn Janssen,invalid_age,john.janssen@distansakademin.se,0742-851372,high
Jane Jennings,51,jane.jennings@distansakademin.se,0762-550502,high
Jane Smith,invalid_age,jane.smith@distansakademin.se,0777-340652,high
Jöhn Jönes,21,john.jones@distansakademin.se,0761-872867,low
Jane Jennings,47,jane.jennings@distansakademin.se,0795-752453,medium
Jack Jönes,invalid_age,jack.jones@distansakademin.se,0733-536634,high
Jenny Janssen,23,jenny.janssen@distansakademin.se,0780-118854,low
Jill Jöhanssön,52,jill.johansson@distansakademin.se,0731-901678,high
Jöe Jönes,57,joe.jones@distansakademin.se,0723-446067,low
Jesse Jensen,invalid_age,jesse.jensen@distansakademin.se,0795-115905,medium
Jill Jensen,50,jill.jensen@distansakademin.se,0772-256606,medium
Jöhn Jöhnsön,41,john.johnson@distansakademin.se,0743-405532,low
Jane Smith,38,jane.smith@distansakademin.se,0748-773963,high
Jane Jöhnsön,56,jane.johnson@distansakademin.se,0776-401039,medium
Jöhn Smith,56,john.smith@distansakademin.se,0784-562501,low
Jesse Jöhnsön,invalid_age,invalid_mail,0716-897709,medium
Jöhn Jenkins,39,john.jenkins@distansakademin.se,0796-347735,medium
Jöe Janssen,invalid_age,joe.janssen@distansakademin.se,0754-747642,low
Jill Jöhanssön,invalid_age,invalid_mail,0754-625735,low
Jöhn Smith,invalid_age,john.smith@distansakademin.se,0771-394608,low
Jenny Jenkins,60,jenny.jenkins@distansakademin.se,0798-136795,high
Jasper Jennings,41,jasper.jennings@distansakademin.se,0719-859864,high
Jim Jöhanssön,invalid_age,invalid_mail,0725-496180,low
Jesse Jensen,32,jesse.jensen@distansakademin.se,0766-417988,low
Jade Jöhnsön,invalid_age,jade.johnson@distansakademin.se,0771-786964,low
Jill Jennings,50,jill.jennings@distansakademin.se,0775-894179,low
Jane Jacksön,invalid_age,invalid_mail,0766-349745,medium
Jade Jensen,58,jade.jensen@distansakademin.se,0776-641329,medium
Jim Jensen,32,jim.jensen@distansakademin.se,0755-816454,low
Jim Jacksön,invalid_age,jim.jackson@distansakademin.se,0748-230479,medium
Jenny Janssen,64,jenny.janssen@distansakademin.se,0714-465903,low
Jenny Jennings,30,jenny.jennings@distansakademin.se,0714-909890,medium
Jim Jönes,55,invalid_mail,0769-956853,high
Jack Jennings,50,jack.jennings@distansakademin.se,0747-857455,medium
Jill Jönes,41,jill.jones@distansakademin.se,0738-627763,medium
Jill Jöhanssön,22,jill.johansson@distansakademin.se,0762-780121,medium
Jenny Jönes,30,jenny.jones@distansakademin.se,0793-360188,medium
Jesse Jönes,invalid_age,jesse.jones@distansakademin.se,0730-867299,low
Jesse Jacksön,46,jesse.jackson@distansakademin.se,0717-224622,low
Jim Jennings,64,jim.jennings@distansakademin.se,0743-988909,low
Jenny Smith,60,jenny.smith@distansakademin.se,0717-487760,high
Jack Jennings,34,jack.jennings@distansakademin.se,0774-817184,high
Jack Jönes,49,jack.jones@distansakademin.se,0711-408198,high
Jim Jenkins,63,invalid_mail,0768-138372,medium
Jöe Jönes,36,joe.jones@distansakademin.se,0751-857401,medium
Jack Jöhnsön,54,jack.johnson@distansakademin.se,0789-385429,medium
Jade Jenkins,invalid_age,jade.jenkins@distansakademin.se,0790-756769,high
Jim Jensen,invalid_age,jim.jensen@distansakademin.se,0734-480379,low
Jesse Jacksön,57,jesse.jackson@distansakademin.se,0733-241767,medium
Jasper Smith,invalid_age,jasper.smith@distansakademin.se,0715-484392,high
Jill Janssen,invalid_age,jill.janssen@distansakademin.se,0756-342245,medium
Jasper Jöhanssön,42,jasper.johansson@distansakademin.se,0739-558920,medium
Jill Jennings,24,jill.jennings@distansakademin.se,0739-348878,high
Jöe Jensen,21,invalid_mail,0742-474339,low
Jade Jensen,58,jade.jensen@distansakademin.se,0756-905124,medium
Jöe Jöhnsön,invalid_age,joe.johnson@distansakademin.se,0762-341250,high
Jenny Jenkins,22,jenny.jenkins@distansakademin.se,0711-292059,medium
Jenny Jensen,54,jenny.jensen@distansakademin.se,0724-899330,high
Jöhn Jöhnsön,32,invalid_mail,0743-153500,low
Jöhn Smith,21,john.smith@distansakademin.se,0715-635579,low
Jim Jennings,invalid_age,jim.jennings@distansakademin.se,0742-859960,high
Jim Jensen,49,jim.jensen@distansakademin.se,0782-145859,medium
Jim Jensen,39,jim.jensen@distansakademin.se,0739-860610,low
Jasper Jensen,28,jasper.jensen@distansakademin.se,0749-587129,low
Jane Jennings,invalid_age,jane.jennings@distansakademin.se,0726-501624,high
Jöhn Jönes,invalid_age,john.jones@distansakademin.se,0760-674805,high
Jill Jacksön,45,jill.jackson@distansakademin.se,0746-758389,high
Jöhn Jenkins,41,john.jenkins@distansakademin.se,0752-950509,medium
Jenny Jöhanssön,41,jenny.johansson@distansakademin.se,0740-680645,medium
Jöhn Jöhnsön,37,invalid_mail,0782-452888,high
Jöe Jensen,28,joe.jensen@distansakademin.se,0757-737541,low
Jade Jensen,44,invalid_mail,0737-663451,high
Jim Jensen,19,jim.jensen@distansakademin.se,0790-650281,high
Jim Jennings,37,jim.jennings@distansakademin.se,0781-767433,low
Jim Jenkins,44,jim.jenkins@distansakademin.se,0795-917683,low
Jasper Janssen,invalid_age,invalid_mail,0713-787221,medium
Jane Jensen,40,jane.jensen@distansakademin.se,0724-533136,medium
Jöhn Jönes,61,john.jones@distansakademin.se,0775-711961,medium
Jack Jenkins,invalid_age,jack.jenkins@distansakademin.se,0767-146667,low
Jöhn Jönes,41,john.jones@distansakademin.se,0754-499946,low
Jöhn Jöhnsön,55,john.johnson@distansakademin.se,0784-275393,medium
Jill Jensen,35,jill.jensen@distansakademin.se,0710-310994,low
Jack Jensen,58,jack.jensen@distansakademin.se,0745-879532,high
Jesse Jennings,34,jesse.jennings@distansakademin.se,0711-366812,high
Jöe Jennings,19,joe.jennings@distansakademin.se,0726-656485,high
Jesse Jönes,29,jesse.jones@distansakademin.se,0748-850682,high
Jim Jacksön,51,jim.jackson@distansakademin.se,0786-679928,high
Jesse Jensen,61,jesse.jensen@distansakademin.se,0765-752054,low
Jade Jöhanssön,58,jade.johansson@distansakademin.se,0788-447985,high
Jill Jönes,64,invalid_mail,0788-707759,high
Jesse Jönes,19,invalid_mail,0765-164466,medium
Jill Jennings,35,jill.jennings@distansakademin.se,0715-548609,low
Jade Jennings,37,jade.jennings@distansakademin.se,0770-778252,low
Jack Jacksön,63,jack.jackson@distansakademin.se,0736-610963,medium
Jane Smith,55,jane.smith@distansakademin.se,0713-276429,medium
Jenny Jönes,invalid_age,jenny.jones@distansakademin.se,0779-320327,medium
Jöe Jönes,54,joe.jones@distansakademin.se,0719-351440,high
Jenny Jensen,50,jenny.jensen@distansakademin.se,0796-714779,low
Jöe Jacksön,64,joe.jackson@distansakademin.se,0782-981889,medium
Jane Jenkins,58,jane.jenkins@distansakademin.se,0747-805202,high
Jenny Jennings,26,jenny.jennings@distansakademin.se,0774-411493,high
Jade Jönes,35,jade.jones@distansakademin.se,0792-749841,high
Jöhn Jenkins,26,john.jenkins@distansakademin.se,0744-515283,low
Jenny Jenkins,58,jenny.jenkins@distansakademin.se,0754-686590,low
Jack Jensen,42,jack.jensen@distansakademin.se,0739-899158,low
Jill Jöhanssön,21,jill.johansson@distansakademin.se,0721-603227,low
Jack Jensen,65,jack.jensen@distansakademin.se,0730-310798,medium
Jim Jensen,65,jim.jensen@distansakademin.se,0738-458030,low
Jenny Jöhanssön,52,jenny.johansson@distansakademin.se,0740-788692,low
Jasper Jensen,34,jasper.jensen@distansakademin.se,0798-255104,high
Jöe Janssen,33,joe.janssen@distansakademin.se,0753-623423,high
Jack Jensen,57,jack.jensen@distansakademin.se,0726-847409,low
Jane Janssen,46,jane.janssen@distansakademin.se,0770-972845,medium
Jade Jensen,29,jade.jensen@distansakademin.se,0728-863466,low
Jöhn Jennings,33,john.jennings@distansakademin.se,0798-853723,high
Jesse Jöhanssön,57,jesse.johansson@distansakademin.se,0758-407874,medium
Jöe Jöhanssön,25,joe.johansson@distansakademin.se,0781-954532,low
Jack Jensen,30,jack.jensen@distansakademin.se,0793-663108,low
Jesse Smith,invalid_age,invalid_mail,0784-161512,medium
Jöhn Smith,invalid_age,john.smith@distansakademin.se,0732-236870,high
Jöhn Jöhnsön,invalid_age,john.johnson@distansakademin.se,0778-101013,high
Jane Jensen,36,jane.jensen@distansakademin.se,0743-345214,medium
Jim Jennings,invalid_age,jim.jennings@distansakademin.se,0741-939219,medium
Jim Jenkins,18,jim.jenkins@distansakademin.se,0797-562324,low
Jane Jacksön,47,jane.jackson@distansakademin.se,0760-203711,medium
Jöe Janssen,35,joe.janssen@distansakademin.se,0758-722583,low
Jade Janssen,47,invalid_mail,0797-221567,low
Jöe Jensen,37,joe.jensen@distansakademin.se,0719-358411,high
Jasper Jensen,62,jasper.jensen@distansakademin.se,0759-656949,medium
Jesse Jönes,61,jesse.jones@distansakademin.se,0712-475526,high
Jack Jensen,33,jack.jensen@distansakademin.se,0724-138383,high
Jöe Jöhanssön,invalid_age,joe.johansson@distansakademin.se,0750-783298,low
Jane Jönes,invalid_age,jane.jones@distansakademin.se,0762-517567,medium
Jöhn Jöhanssön,34,john.johansson@distansakademin.se,0745-710670,medium
Jade Jensen,60,jade.jensen@distansakademin.se,0789-142926,medium
Jill Jöhanssön,43,jill.johansson@distansakademin.se,0767-284693,high
Jasper Jacksön,45,jasper.jackson@distansakademin.se,0711-112722,high
Jöhn Jöhanssön,62,john.johansson@distansakademin.se,0715-465713,high
Jill Jöhnsön,29,jill.johnson@distansakademin.se,0760-657669,medium
Jade Jacksön,19,jade.jackson@distansakademin.se,0719-388178,high
Jenny Smith,33,jenny.smith@distansakademin.se,0755-798685,high
Jim Jacksön,63,jim.jackson@distansakademin.se,0727-723496,medium
Jesse Jönes,63,jesse.jones@distansakademin.se,0764-180011,high
Jim Jöhnsön,51,jim.johnson@distansakademin.se,0745-760375,low
Jill Smith,60,jill.smith@distansakademin.se,0759-265961,low
Jim Jensen,24,jim.jensen@distansakademin.se,0770-697975,medium
Jade Jöhanssön,invalid_age,jade.johansson@distansakademin.se,0747-309214,low
Jade Jensen,34,jade.jensen@distansakademin.se,0798-286477,medium
Jöe Jensen,25,joe.jensen@distansakademin.se,0730-961484,low
Jesse Janssen,41,jesse.janssen@distansakademin.se,0748-815099,low
Jane Smith,29,jane.smith@distansakademin.se,0710-929679,low
Jill Jennings,31,jill.jennings@distansakademin.se,0794-340951,high
Jane Janssen,60,jane.janssen@distansakademin.se,0766-437631,medium
Jöhn Jensen,32,john.jensen@distansakademin.se,0733-728058,medium
Jack Jönes,31,jack.jones@distansakademin.se,0748-859301,medium
Jill Jöhnsön,24,jill.johnson@distansakademin.se,0741-224873,high
Jasper Smith,64,jasper.smith@distansakademin.se,0764-738638,high
Jasper Jennings,65,jasper.jennings@distansakademin.se,0715-736750,low
Jasper Smith,25,jasper.smith@distansakademin.se,0787-990669,low
Jesse Jacksön,64,jesse.jackson@distansakademin.se,0746-287699,high
Jenny Jöhnsön,invalid_age,jenny.johnson@distansakademin.se,0765-163563,medium
Jasper Jennings,35,jasper.jennings@distansakademin.se,0747-195627,low
Jenny Janssen,62,jenny.janssen@distansakademin.se,0737-564697,low
Jim Jennings,36,invalid_mail,0758-405266,high
Jöe Smith,58,joe.smith@distansakademin.se,0746-534435,high
Jesse Jöhanssön,28,jesse.johansson@distansakademin.se,0788-352263,low
Jack Jacksön,29,jack.jackson@distansakademin.se,0741-901727,medium
Jesse Jöhnsön,invalid_age,jesse.johnson@distansakademin.se,0746-271488,low
Jöhn Jöhnsön,57,john.johnson@distansakademin.se,0767-144301,medium
Jenny Jenkins,46,jenny.jenkins@distansakademin.se,0736-883346,high
Jesse Jensen,53,jesse.jensen@distansakademin.se,0784-928183,medium
Jöhn Jennings,invalid_age,john.jennings@distansakademin.se,0784-374680,medium
Jack Jönes,41,jack.jones@distansakademin.se,0719-487333,low
Jane Jennings,28,jane.jennings@distansakademin.se,0725-929866,medium
Jasper Jacksön,40,jasper.jackson@distansakademin.se,0714-400313,low
Jill Jönes,36,jill.jones@distansakademin.se,0774-211423,low
Jöhn Janssen,18,john.janssen@distansakademin.se,0789-707890,high
Jenny Jensen,55,jenny.jensen@distansakademin.se,0758-132767,low
Jasper Jenkins,55,jasper.jenkins@distansakademin.se,0733-877537,low
Jenny Smith,invalid_age,jenny.smith@distansakademin.se,0776-580206,low
Jack Jensen,32,jack.jensen@distansakademin.se,0758-999445,medium
Jill Janssen,invalid_age,jill.janssen@distansakademin.se,0740-409465,high
Jenny Jenkins,50,jenny.jenkins@distansakademin.se,0751-174512,medium
Jack Janssen,23,jack.janssen@distansakademin.se,0757-644562,medium
Jöe Jöhanssön,invalid_age,invalid_mail,0760-474535,low
Jill Jenkins,59,jill.jenkins@distansakademin.se,0749-858410,low
Jim Jenkins,56,jim.jenkins@distansakademin.se,0715-954238,high
Jöhn Jönes,33,john.jones@distansakademin.se,0781-914906,high
Jenny Jenkins,31,jenny.jenkins@distansakademin.se,0771-311195,medium
Jade Jacksön,invalid_age,jade.jackson@distansakademin.se,0783-657228,medium
Jill Jensen,invalid_age,jill.jensen@distansakademin.se,0742-418518,low
Jade Jöhnsön,35,jade.johnson@distansakademin.se,0743-539998,high
Jenny Jenkins,47,jenny.jenkins@distansakademin.se,0713-570786,high
Jesse Smith,55,jesse.smith@distansakademin.se,0780-524385,medium
Jöhn Janssen,46,john.janssen@distansakademin.se,0736-473335,high
Jack Jennings,53,jack.jennings@distansakademin.se,0766-669319,medium
Jack Jöhnsön,30,jack.johnson@distansakademin.se,0797-988949,high
Jade Jenkins,65,jade.jenkins@distansakademin.se,0796-656199,low
Jöhn Jensen,54,john.jensen@distansakademin.se,0794-447934,high
Jesse Smith,invalid_age,jesse.smith@distansakademin.se,0752-729842,medium
Jenny Jennings,48,jenny.jennings@distansakademin.se,0752-815295,low
Jane Jacksön,31,jane.jackson@distansakademin.se,0712-130636,low
Jade Smith,45,jade.smith@distansakademin.se,0735-793000,low
Jim Jennings,40,jim.jennings@distansakademin.se,0714-633040,low
Jöe Jöhanssön,51,joe.johansson@distansakademin.se,0755-384865,medium
Jade Jöhanssön,64,jade.johansson@distansakademin.se,0765-807484,medium
Jack Smith,24,invalid_mail,0784-397725,high
Jasper Jensen,32,jasper.jensen@distansakademin.se,0770-955394,high
Jim Jenkins,invalid_age,jim.jenkins@distansakademin.se,0731-969583,high
Jesse Smith,43,jesse.smith@distansakademin.se,0754-699386,medium
Jim Jöhnsön,47,jim.johnson@distansakademin.se,0771-362110,low
Jasper Jensen,65,jasper.jensen@distansakademin.se,0748-529395,medium
Jade Janssen,39,jade.janssen@distansakademin.se,0733-878550,low
Jesse Jenkins,37,jesse.jenkins@distansakademin.se,0742-343116,medium
Jack Jöhnsön,35,jack.johnson@distansakademin.se,0739-909260,medium
Jill Smith,58,invalid_mail,0744-641821,high
Jack Jöhanssön,33,jack.johansson@distansakademin.se,0781-636677,high
Jade Jöhanssön,64,jade.johansson@distansakademin.se,0755-422712,low
Jenny Jacksön,64,jenny.jackson@distansakademin.se,0731-686682,high
Jane Jacksön,43,jane.jackson@distansakademin.se,0781-692475,medium
Jade Jöhanssön,invalid_age,jade.johansson@distansakademin.se,0772-896987,low
Jöe Jöhnsön,21,invalid_mail,0759-109304,low
Jesse Jacksön,56,jesse.jackson@distansakademin.se,0732-783626,high
Jöhn Jöhanssön,24,john.johansson@distansakademin.se,0732-764932,medium
Jane Janssen,40,jane.janssen@distansakademin.se,0727-139103,high
Jöhn Jensen,invalid_age,john.jensen@distansakademin.se,0724-660240,high
Jöhn Jacksön,32,john.jackson@distansakademin.se,0772-717204,low
Jim Jöhnsön,61,jim.johnson@distansakademin.se,0720-146978,medium
Jane Jensen,invalid_age,jane.jensen@distansakademin.se,0739-764499,high
Jack Jöhnsön,invalid_age,jack.johnson@distansakademin.se,0753-918915,low
Jane Jennings,38,jane.jennings@distansakademin.se,0770-505132,high
Jöhn Jensen,41,john.jensen@distansakademin.se,0745-897976,low
Jack Jacksön,invalid_age,jack.jackson@distansakademin.se,0758-832410,medium
Jöhn Jensen,19,john.jensen@distansakademin.se,0762-289578,medium
Jane Jönes,46,invalid_mail,0794-965475,medium
Jesse Jensen,39,jesse.jensen@distansakademin.se,0798-606144,low
Jöhn Smith,invalid_age,john.smith@distansakademin.se,0767-605558,high
Jöhn Janssen,57,john.janssen@distansakademin.se,0770-830422,medium
Jöhn Jensen,60,invalid_mail,0712-183449,low
Jill Smith,42,jill.smith@distansakademin.se,0788-126497,high
Jane Jöhnsön,56,jane.johnson@distansakademin.se,0789-728680,medium
Jim Jönes,33,invalid_mail,0733-860820,high
Jöhn Jöhanssön,19,john.johansson@distansakademin.se,0713-454646,low
Jim Jönes,58,jim.jones@distansakademin.se,0772-744108,medium
Jane Janssen,56,jane.janssen@distansakademin.se,0726-324392,medium
Jane Jacksön,20,jane.jackson@distansakademin.se,0728-325828,low
Jack Jensen,19,jack.jensen@distansakademin.se,0710-784519,medium
Jasper Jensen,37,invalid_mail,0776-423313,high
Jill Jenkins,invalid_age,jill.jenkins@distansakademin.se,0789-287343,medium
Jöhn Jöhnsön,23,invalid_mail,0790-864241,low
Jöhn Jenkins,invalid_age,john.jenkins@distansakademin.se,0725-870539,high
Jack Smith,46,jack.smith@distansakademin.se,0724-977973,low
Jöe Jönes,34,invalid_mail,0727-657026,high
Jasper Jöhanssön,63,jasper.johansson@distansakademin.se,0788-906268,low
Jesse Jöhanssön,62,jesse.johansson@distansakademin.se,0719-521849,medium
Jöhn Smith,59,john.smith@distansakademin.se,0730-845728,high
Jöhn Jöhnsön,57,john.johnson@distansakademin.se,0765-579186,low
Jesse Jensen,39,jesse.jensen@distansakademin.se,0758-343301,medium
Jade Jensen,invalid_age,jade.jensen@distansakademin.se,0740-521448,medium
Jane Jenkins,29,jane.jenkins@distansakademin.se,0712-121337,low
Jöe Janssen,65,joe.janssen@distansakademin.se,0710-966073,medium
Jenny Jacksön,47,jenny.jackson@distansakademin.se,0746-788314,medium
Jenny Jensen,56,jenny.jensen@distansakademin.se,0720-730222,low
Jenny Jensen,34,jenny.jensen@distansakademin.se,0772-262364,high
Jenny Jöhnsön,58,jenny.johnson@distansakademin.se,0762-780560,medium
Jack Jensen,56,jack.jensen@distansakademin.se,0710-820871,medium
Jöe Jacksön,21,joe.jackson@distansakademin.se,0759-981965,high
Jöe Jennings,22,invalid_mail,0799-839196,high
Jöe Smith,30,joe.smith@distansakademin.se,0784-631340,medium
Jade Smith,20,jade.smith@distansakademin.se,0711-785750,high
Jim Jensen,invalid_age,jim.jensen@distansakademin.se,0735-163175,high
Jenny Janssen,63,jenny.janssen@distansakademin.se,0746-348236,low
Jenny Smith,44,invalid_mail,0766-446144,high
Jill Jenkins,invalid_age,jill.jenkins@distansakademin.se,0787-839341,medium
Jöhn Jenkins,52,john.jenkins@distansakademin.se,0749-752213,high
Jim Jöhanssön,50,jim.johansson@distansakademin.se,0796-216352,low
Jane Janssen,58,jane.janssen@distansakademin.se,0797-759088,medium
Jill Jöhnsön,invalid_age,jill.johnson@distansakademin.se,0740-689895,medium
Jim Jensen,invalid_age,jim.jensen@distansakademin.se,0752-601526,low
Jesse Jacksön,53,jesse.jackson@distansakademin.se,0783-251846,medium
Jenny Jensen,25,jenny.jensen@distansakademin.se,0775-241671,low
